WKT,fid,OBJECTID,CODE,school_name,LEVEL,Status,County,DISTRICT,ZONE,SUB_COUNTY,Ward,Long,Lat,Source
MULTIPOINT ((268373.99686541 9859634.08298002)),120,14472,21745,IMARA,Primary,Public,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.918389,-1.269089,"Ministry of Education, 2016"
MULTIPOINT ((268572.674059625 9860284.49447813)),121,14473,21748,KAYOLE 1,Primary,Public,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.920178,-1.26321,"Ministry of Education, 2016"
MULTIPOINT ((265776.981090182 9861247.48775324)),122,14474,21750,KOMAROCK,Primary,Public,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Komarock,36.895072,-1.254483,"Ministry of Education, 2016"
MULTIPOINT ((264581.020267472 9854569.72775262)),123,14475,21751,KWA NJENGA,Primary,Public,Nairobi,EMBAKASI,KAYOLE,Embakasi South,Kwa Njenga,36.884279,-1.314848,"Ministry of Education, 2016"
MULTIPOINT ((264114.978726744 9863091.17726089)),124,14476,21753,MWANGAZA,Primary,Public,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.880156,-1.237802,"Ministry of Education, 2016"
MULTIPOINT ((265731.785232083 9859185.87079362)),125,14477,21758,PETER KIBUKOSYA,Primary,Public,Nairobi,EMBAKASI,KAYOLE,Embakasi West,Umoja II,36.894651,-1.273122,"Ministry of Education, 2016"
MULTIPOINT ((268125.148675221 9858614.64242962)),126,14478,21765,THAWABU,Primary,Public,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole South,36.916146,-1.278304,"Ministry of Education, 2016"
MULTIPOINT ((265315.798894431 9861897.03718115)),127,14479,21767,TUMAINI,Primary,Public,Nairobi,EMBAKASI,KAYOLE,Embakasi West,Umoja II,36.890934,-1.248607,"Ministry of Education, 2016"
MULTIPOINT ((264907.736593341 9858343.8587063)),128,14480,21768,UMOJA 1 PRIMARY,Primary,Public,Nairobi,EMBAKASI,KAYOLE,Embakasi West,Umoja I,36.887242,-1.280729,"Ministry of Education, 2016"
MULTIPOINT ((265581.564733131 9858033.73271508)),129,14481,21770,UNITY PRIMARY SCHOOL,Primary,Public,Nairobi,EMBAKASI,UMOJA,Embakasi East,Embakasi,36.893293,-1.283538,"Ministry of Education, 2016"
MULTIPOINT ((268876.884196687 9860548.07432339)),130,14482,21778,BUSYSIMO JUNIOR ACADEMY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole North,36.922913,-1.260829,"Ministry of Education, 2016"
MULTIPOINT ((268894.005080618 9859603.16708664)),131,14483,21780,C M F EXCELLENT EDUCATION CENTRE,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole South,36.92306,-1.269372,"Ministry of Education, 2016"
MULTIPOINT ((268102.626335281 9860286.20819543)),132,14484,21781,CALVARY COVENANT ACADEMY-PRI SCH,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.915956,-1.263191,"Ministry of Education, 2016"
MULTIPOINT ((268942.497398985 9860004.79704318)),133,14485,21782,CARMEL CENTER SCH,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole North,36.923499,-1.265741,"Ministry of Education, 2016"
MULTIPOINT ((267000.142720385 9857754.56982799)),134,14486,21783,CARMELVALE CATHOLIC SCH,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Lower Savanna,36.906034,-1.286072,"Ministry of Education, 2016"
MULTIPOINT ((265606.599218856 9858171.40232121)),135,14487,21784,CATHSAM,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi West,Umoja II,36.893519,-1.282293,"Ministry of Education, 2016"
MULTIPOINT ((268668.907122165 9860443.49821633)),136,14488,21786,CHALAW ACADEMY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole North,36.921044,-1.261773,"Ministry of Education, 2016"
MULTIPOINT ((269023.786210502 9860322.69279598)),137,14489,21789,CLEVER JUNIOR ACAEDMY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.924231,-1.262868,"Ministry of Education, 2016"
MULTIPOINT ((266402.191932563 9854815.65924074)),138,14490,21797,DESCA JNR ACADEMY PRI,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Upper Savanna,36.900641,-1.312639,"Ministry of Education, 2016"
MULTIPOINT ((268274.088566019 9859106.03369614)),139,14491,21799,DIVINE VISION COMM CENTERSCH,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.917488,-1.273862,"Ministry of Education, 2016"
MULTIPOINT ((265201.777985339 9856540.59089261)),140,14492,21802,DOONHOLM CATHOLIC PRI,Primary,Private,Nairobi,EMBAKASI,UMOJA,Embakasi East,Lower Savanna,36.88987,-1.297034,"Ministry of Education, 2016"
MULTIPOINT ((265736.89439402 9854771.6869912)),141,14493,21806,EASTGATE PREPARATORY SCH,Primary,Private,Nairobi,EMBAKASI,TASSIA,Embakasi East,Embakasi,36.894664,-1.313031,"Ministry of Education, 2016"
MULTIPOINT ((262708.437300949 9861085.28487266)),142,14494,21807,ELSHADDAI JUNIOR ACADEMY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Utawala,36.867507,-1.255927,"Ministry of Education, 2016"
MULTIPOINT ((273713.589386286 9858913.0123399)),143,14495,21808,EMBAKASI BENEDICTA SCH,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Embakasi,36.96635,-1.275647,"Ministry of Education, 2016"
MULTIPOINT ((267976.405365414 9856028.61427371)),144,14496,21809,EMBAKASI PREBYSTERIAN ACADEMY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Embakasi,36.914791,-1.301684,"Ministry of Education, 2016"
MULTIPOINT ((265785.823612272 9856965.17300255)),145,14497,21811,EPREN ACADEMY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Lower Savanna,36.89512,-1.2932,"Ministry of Education, 2016"
MULTIPOINT ((264752.686793707 9858382.28820467)),146,14498,21816,FRIDOM JUNIOR SCHOOL PRI,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi West,Umoja I,36.88585,-1.28038,"Ministry of Education, 2016"
MULTIPOINT ((263708.211723422 9854708.16340014)),147,14499,21818,GALILEE SCH (PRI),Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Lower Savanna,36.87644,-1.31359,"Ministry of Education, 2016"
MULTIPOINT ((263470.917628284 9862034.0310785)),148,14500,21827,GRACIOUS DAY ACADEMY PRI,Primary,Private,Nairobi,EMBAKASI,KOMAROCK,Embakasi Central,Komarock,36.874363,-1.247355,"Ministry of Education, 2016"
MULTIPOINT ((264961.707994854 9854228.82978869)),149,14501,21828,GRAMO JOYSCH,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi South,Kwa Njenga,36.887696,-1.317933,"Ministry of Education, 2016"
MULTIPOINT ((268115.47719869 9859009.96731509)),150,14502,21833,HALISI ACADEMY PRI,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole South,36.916062,-1.27473,"Ministry of Education, 2016"
MULTIPOINT ((260040.950917938 9860123.11616214)),151,14503,21836,HARVEST VIEW ACADEMY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi West,Kariobangi South,36.843539,-1.264606,"Ministry of Education, 2016"
MULTIPOINT ((265470.636480583 9855140.24497146)),152,14504,21839,HOPE CHRISTIAN SCH,Primary,Private,Nairobi,EMBAKASI,TASSIA,Embakasi East,Embakasi,36.892275,-1.309697,"Ministry of Education, 2016"
MULTIPOINT ((267880.402908864 9859211.28705896)),153,14505,21841,HOPE OF THE CITY ED CENTER PRI,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi South,Pipeline,36.913952,-1.272908,"Ministry of Education, 2016"
MULTIPOINT ((268250.252427054 9859163.80509557)),154,14506,21842,HORIZON LEANERS SCH,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi South,Pipeline,36.917274,-1.27334,"Ministry of Education, 2016"
MULTIPOINT ((266977.291218813 9859155.03118091)),155,14507,21845,INNERCORE BETHEL VIEW ACADEMY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Komarock,36.905839,-1.27341,"Ministry of Education, 2016"
MULTIPOINT ((265499.586093133 9854472.98365461)),156,14508,21849,JAWIN JNR SCH PRI,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi South,Kwa Njenga,36.89253,-1.31573,"Ministry of Education, 2016"
MULTIPOINT ((268680.830560616 9859512.41117135)),157,14509,21857,JOY LIFE ACADEMY -SCH,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.921144,-1.270191,"Ministry of Education, 2016"
MULTIPOINT ((266554.613511814 9855359.73283486)),158,14510,21861,NEW JUNIOR CAMPUS ACADEMY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Mihango,36.902014,-1.307721,"Ministry of Education, 2016"
MULTIPOINT ((267700.625179883 9858338.88122969)),159,14511,21865,KAYOLE HEKIMA ACADEMY,Primary,Private,Nairobi,EMBAKASI,UMOJA,Embakasi East,Lower Savanna,36.912331,-1.280794,"Ministry of Education, 2016"
MULTIPOINT ((267910.341726758 9857537.22559297)),160,14512,21872,KWA WATOTO CENTRE AND SCH (PRI),Primary,Private,Nairobi,EMBAKASI,UMOJA,Embakasi East,Lower Savanna,36.914209,-1.288044,"Ministry of Education, 2016"
MULTIPOINT ((267644.874474814 9860834.10724854)),161,14513,21879,LYANN ACADEMY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Komarock,36.911848,-1.258234,"Ministry of Education, 2016"
MULTIPOINT ((263062.622896628 9861835.93476051)),162,14514,21881,MERCURY ACADEMY PRI,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.870694,-1.249143,"Ministry of Education, 2016"
MULTIPOINT ((265157.546979029 9856063.97420979)),163,14515,21882,MODERN CARE SCH PRI,Primary,Private,Nairobi,EMBAKASI,EMBAKASI,Embakasi South,Pipeline,36.889469,-1.301343,"Ministry of Education, 2016"
MULTIPOINT ((264865.634309778 9862272.07334071)),164,14516,21885,NEEMA SCH PRI,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Embakasi,36.886893,-1.245213,"Ministry of Education, 2016"
MULTIPOINT ((267825.586747892 9859130.29132229)),165,14517,21886,NEWLIGHT ACADEMY KAYOLE,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.913459,-1.27364,"Ministry of Education, 2016"
MULTIPOINT ((267825.586747892 9859130.29132229)),166,14518,21887,NEWLIGHT KOMAROCK JUNIOR SCH,Primary,Private,Nairobi,EMBAKASI,KOMAROCK,Embakasi Central,Komarock,36.913459,-1.27364,"Ministry of Education, 2016"
MULTIPOINT ((267417.590076907 9859544.05348944)),167,14519,21899,PRECIOUS GIFT PRI,Primary,Private,Nairobi,EMBAKASI,KOMAROCK,Embakasi Central,Komarock,36.909797,-1.269896,"Ministry of Education, 2016"
MULTIPOINT ((263789.19215817 9853828.16508933)),168,14520,21905,RIARA SPRINGS SCH,Primary,Private,Nairobi,EMBAKASI,IMARA DAIMA,Embakasi South,Imara Daima,36.877161,-1.321547,"Ministry of Education, 2016"
MULTIPOINT ((268040.239273065 9858428.28268622)),169,14521,21906,RICKEN DAY CARE PRI,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Lower Savanna,36.915382,-1.279989,"Ministry of Education, 2016"
MULTIPOINT ((265030.338298304 9857158.74774)),170,14522,21908,ROCKFIELD SCH,Primary,Private,Nairobi,EMBAKASI,UMOJA,Embakasi West,Umoja I,36.888335,-1.291444,"Ministry of Education, 2016"
MULTIPOINT ((265303.576593523 9854848.43618418)),171,14523,21910,SAVANNAH ACADEMY,Primary,Private,Nairobi,EMBAKASI,EMBAKASI,Embakasi South,Pipeline,36.890772,-1.312334,"Ministry of Education, 2016"
MULTIPOINT ((267810.076534974 9858011.38216081)),172,14524,21911,SHEEP CARE COMMUNITY CENTRE,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Lower Savanna,36.913311,-1.283756,"Ministry of Education, 2016"
MULTIPOINT ((267978.251812825 9859215.0825233)),173,14525,21917,SKYROCK SCH,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Komarock,36.914831,-1.272874,"Ministry of Education, 2016"
MULTIPOINT ((267862.559104697 9859017.46053218)),174,14526,21918,SMARTCHILD EDU CENTER PRI,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.91379,-1.27466,"Ministry of Education, 2016"
MULTIPOINT ((267413.260974168 9858432.03047819)),175,14527,21920,SOWETO REVELATION ACADEMY- PRI,Primary,Private,Nairobi,EMBAKASI,UMOJA,Embakasi East,Lower Savanna,36.90975,-1.27995,"Ministry of Education, 2016"
MULTIPOINT ((267871.040326301 9857720.16628307)),176,14528,21923,ST ARNOLD JASSEN SCH,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Lower Savanna,36.913857,-1.28639,"Ministry of Education, 2016"
MULTIPOINT ((267087.29476283 9862322.07005453)),177,14529,21927,ST JAMES SCHOOL-DANDORA,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi South,Kwa Njenga,36.90685,-1.244777,"Ministry of Education, 2016"
MULTIPOINT ((265635.633691099 9862594.11018239)),178,14530,21930,ST LUCIA ACADEMY-PRI SCH,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Embakasi,36.893812,-1.242307,"Ministry of Education, 2016"
MULTIPOINT ((267087.29476283 9862322.07005453)),179,14531,21934,ST. JAMES SCHOOL - DANDORA,Primary,Private,Nairobi,EMBAKASI,UMOJA,Embakasi East,Lower Savanna,36.90685,-1.244777,"Ministry of Education, 2016"
MULTIPOINT ((267466.087398659 9858031.41922738)),180,14532,21935,ST. VERONICA COMMUNITY CENTRE- PRI,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Lower Savanna,36.910222,-1.283572,"Ministry of Education, 2016"
MULTIPOINT ((265517.005083365 9856814.08342273)),181,14533,21938,SUNRISE CHILDRENS GARDEN PRI,Primary,Private,Nairobi,EMBAKASI,SAVANNA,Embakasi East,Upper Savanna,36.892704,-1.294564,"Ministry of Education, 2016"
MULTIPOINT ((269081.238973752 9859988.97014971)),182,14534,21939,SUNRISE SCH PRI,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Embakasi,36.924745,-1.265886,"Ministry of Education, 2016"
MULTIPOINT ((266157.662907873 9855161.27301504)),183,14535,21940,TASIA INTERGRATED EMBAKASI,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Embakasi,36.898447,-1.309512,"Ministry of Education, 2016"
MULTIPOINT ((265752.669561307 9854664.93251673)),184,14536,21941,TASSIA SCH,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Embakasi,36.894805,-1.313997,"Ministry of Education, 2016"
MULTIPOINT ((267563.601637811 9860704.19239525)),185,14537,21942,TENDER CARE JUNIOR ACADEMY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Komarock,36.911117,-1.259408,"Ministry of Education, 2016"
MULTIPOINT ((266179.816376098 9858328.38032426)),186,14538,21951,UMOJALAND CHILDREN CENTER,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole South,36.898669,-1.280878,"Ministry of Education, 2016"
MULTIPOINT ((273322.163575747 9857705.90223323)),187,14539,21953,UTAWALA ACADEMY,Primary,Public,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Utawala,36.962825,-1.286558,"Ministry of Education, 2016"
MULTIPOINT ((267385.998430277 9859514.49648003)),188,14540,21956,VICTORY CENTRE PRI,Primary,Private,Nairobi,EMBAKASI,EMBAKASI,Embakasi South,Kwa Njenga,36.909513,-1.270163,"Ministry of Education, 2016"
MULTIPOINT ((273322.163575747 9857705.90223323)),189,14541,21958,WANFORD ACADEMY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.962825,-1.286558,"Ministry of Education, 2016"
MULTIPOINT ((268017.473391094 9859583.69200491)),190,14542,21961,WISDOM JUNIOR EDUCATION CENTRE,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole North,36.915186,-1.269542,"Ministry of Education, 2016"
MULTIPOINT ((267859.591033671 9858477.52061025)),191,14543,21970,AMMSA JUNIOR SCHOOL,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.91376,-1.279542,"Ministry of Education, 2016"
MULTIPOINT ((267518.209759007 9857635.07696014)),192,14544,21973,BETHLEHEM COMMUNITY CENTRE,Primary,Private,Nairobi,EMBAKASI,EMBAKASI,Embakasi East,Embakasi,36.910687,-1.287156,"Ministry of Education, 2016"
MULTIPOINT ((252742.770011816 9854849.238366)),193,14545,21974,BLESSED HOPE COMMUNITY CENTRE,Primary,Private,Nairobi,EMBAKASI,NJIRU,Embakasi Central,Kayole North,36.777943,-1.312228,"Ministry of Education, 2016"
MULTIPOINT ((261245.113305224 9860332.83290255)),194,14546,21976,BRICH JUNIOR SCHOOL CENTRE,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Komarock,36.854357,-1.262719,"Ministry of Education, 2016"
MULTIPOINT ((267635.808595279 9855706.16336076)),195,14547,21978,BRIGHT VISION ACADEMY,Primary,Private,Nairobi,EMBAKASI,EMBAKASI,Embakasi East,Lower Savanna,36.911729,-1.304597,"Ministry of Education, 2016"
MULTIPOINT ((271887.37687162 9859425.05411762)),196,14548,21980,CHURCH ON THE ROCK LEARNING C.,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi South,Kwa Reuben,36.949948,-1.271004,"Ministry of Education, 2016"
MULTIPOINT ((259906.241521622 9856557.50528752)),197,14549,21985,EARLY BIRD COMMUNITY SCHOOL,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole South,36.842302,-1.296841,"Ministry of Education, 2016"
MULTIPOINT ((265554.33925604 9854124.63234437)),198,14550,21987,ELOHIM EDUCATION CENTRE,Primary,Private,Nairobi,EMBAKASI,MUKURU,Embakasi South,Kwa Njenga,36.893019,-1.31888,"Ministry of Education, 2016"
MULTIPOINT ((267517.384875808 9855211.93875226)),199,14551,21988,ELSHAMAH JUNIOR SCHOOL,Primary,Private,Nairobi,EMBAKASI,EMBAKASI,Embakasi North,Dandora Area I,36.910662,-1.309064,"Ministry of Education, 2016"
MULTIPOINT ((269541.396762289 9860981.93662065)),200,14552,21991,ESVAK COMMUNITY SCHOOL,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Matopeni/ Spring Valley,36.928885,-1.256911,"Ministry of Education, 2016"
MULTIPOINT ((276293.175785066 9859847.06987059)),201,14553,21993,FEKIJA VISION CENTRE,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole North,36.98953,-1.26722,"Ministry of Education, 2016"
MULTIPOINT ((268137.036801793 9859096.7316602)),202,14554,21996,GATEWAY JUNIOR EDUCATION CENTRE,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.916257,-1.273946,"Ministry of Education, 2016"
MULTIPOINT ((266358.073628386 9869165.87914868)),203,14555,21997,GENESSIS JUNIOR CENTRE,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Lower Savanna,36.900347,-1.182896,"Ministry of Education, 2016"
MULTIPOINT ((257332.673303712 9854633.26214893)),204,14556,22002,GRACELINE EDUCATIONAL CENTRE,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Lower Savanna,36.81917,-1.314218,"Ministry of Education, 2016"
MULTIPOINT ((268015.886884705 9859136.04194559)),205,14557,22005,HAPPYKIDS EDUCATION CENTRE,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole South,36.915169,-1.273589,"Ministry of Education, 2016"
MULTIPOINT ((268187.116880676 9859335.34540805)),206,14558,22007,HILTOP LEARNERS CENTRE,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.916708,-1.271789,"Ministry of Education, 2016"
MULTIPOINT ((265225.445003803 9854789.42826714)),207,14559,22013,JOY KIDS ACADEMY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi South,Kwa Njenga,36.89007,-1.312867,"Ministry of Education, 2016"
MULTIPOINT ((267478.494158055 9859200.78594039)),208,14560,22014,JUNIORRATE SCHOOL,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Komarock,36.910342,-1.273,"Ministry of Education, 2016"
MULTIPOINT ((268615.811220814 9860034.4867473)),209,14561,22016,LAMPROSE EDUCATIONAL CENTRE,Primary,Private,Nairobi,EMBAKASI,UMOJA,Embakasi Central,Kayole North,36.920564,-1.265471,"Ministry of Education, 2016"
MULTIPOINT ((267958.866562514 9858849.04390791)),210,14562,22017,LOGEF EDUCATION CNTRE,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole South,36.914654,-1.276184,"Ministry of Education, 2016"
MULTIPOINT ((263320.623614377 9861983.90404824)),211,14563,22018,LUNGALUNGA SDA EDUCATION,Primary,Private,Nairobi,MAKADARA,VIWANDA,Makadara,Viwandani,36.873013,-1.247807,"Ministry of Education, 2016"
MULTIPOINT ((267887.602576655 9858734.10133087)),212,14564,22019,MAGBET JUNIOR SCHOOL,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole South,36.914013,-1.277222,"Ministry of Education, 2016"
MULTIPOINT ((263862.465514959 9854741.74203783)),213,14565,22020,MARA CHILDRENS CENTRE,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi South,Imara Daima,36.877826,-1.313288,"Ministry of Education, 2016"
MULTIPOINT ((265584.89298456 9857750.67292951)),214,14566,22021,MEFIS ACADEMY,Primary,Private,Nairobi,EMBAKASI,UMOJA,Embakasi West,Umoja I,36.893321,-1.286097,"Ministry of Education, 2016"
MULTIPOINT ((266048.292716606 9858052.26729246)),215,14567,22026,MWANGAZA TUMAINI ACADEMY,Primary,Private,Nairobi,EMBAKASI,EMBAKASI,Embakasi South,Kwa Njenga,36.897486,-1.283373,"Ministry of Education, 2016"
MULTIPOINT ((267196.635954089 9854746.47826706)),216,14568,22027,MWANIKOS ACADEMY,Primary,Private,Nairobi,EMBAKASI,EMBAKASI,Embakasi East,Embakasi,36.907777,-1.31327,"Ministry of Education, 2016"
MULTIPOINT ((266300.645772766 9858763.87755973)),217,14569,22029,NAIROBI CHRISTIAN ACADEMY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Komarock,36.899758,-1.276942,"Ministry of Education, 2016"
MULTIPOINT ((257037.557803217 9865902.3736454)),218,14570,22034,POTTERS JUNIOR SCHOOL,Primary,Private,Nairobi,EMBAKASI,UMOJA,Embakasi West,Umoja II,36.816604,-1.212335,"Ministry of Education, 2016"
MULTIPOINT ((258216.134760129 9859214.88515466)),219,14571,22039,SHALOM EDUCATION CENTRE,Primary,Private,Nairobi,EMBAKASI,SOWETO,Embakasi East,Lower Savanna,36.827141,-1.272803,"Ministry of Education, 2016"
MULTIPOINT ((255421.292799913 9854501.3066713)),220,14572,22041,SOWETO BAPTIST SHINNING,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi East,Lower Savanna,36.802,-1.315395,"Ministry of Education, 2016"
MULTIPOINT ((249458.246184374 9859988.82096646)),221,14573,22045,ST. JOHNS JUNIOR SCHOOL,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi South,Kwa Njenga,36.748482,-1.265739,"Ministry of Education, 2016"
MULTIPOINT ((267750.223295636 9858401.95512938)),222,14574,22047,ST. PETERS COMMUNITY,Primary,Private,Nairobi,EMBAKASI,KAYOLE,Embakasi Central,Kayole Central,36.912777,-1.280224,"Ministry of Education, 2016"
MULTIPOINT ((265714.855438983 9855231.66690895)),223,14575,22048,TASSIA CATHOLIC PRIMARY,Primary,Private,Nairobi,EMBAKASI,EMBAKASI,Embakasi East,Utawala,36.89447,-1.308872,"Ministry of Education, 2016"
MULTIPOINT ((266323.605363542 9855246.23542001)),224,14576,22049,TASSIA HILL ACADEMY,Primary,Private,Nairobi,EMBAKASI,TASSIA,Embakasi East,Embakasi,36.899938,-1.308745,"Ministry of Education, 2016"
